title,premiere_year,final_year,seasons,episodes,country,technique,era,run_years,averageRating,numVotes,runtimeMinutes,genres,rating_norm,seasons_norm,votes_norm,success_score,is_successful,title_has_high_animal,title_has_low_animal,title_has_hero_keyword,title_word_count,title_has_character
Tracey McBean,2002,2005,2,29,Australia,Traditional,Modern (97-09),3,6.6,222.0,11.0,"Animation,Family,Sci-Fi",0.6582278481012657,0.03125,0.0003084133430565203,0.2743057425762704,0,0,0,0,2,1
King Star King,2014,2014,1,6,United States,Flash/Traditional,Streaming Era (2010+),0,5.7,704.0,15.0,"Action,Animation,Comedy",0.5443037974683544,0.0,0.0010030639568567206,0.21797228497655596,0,0,0,0,3,1
The Busy World of Richard Scarry,1994,1997,5,65,Coproduction,Traditional,Golden Age (85-96),3,7.4,2354.0,30.0,"Animation,Family,Fantasy",0.7594936708860759,0.125,0.003381017302853256,0.3483927226801437,1,0,0,0,6,1
Mortal Kombat: Defenders of the Realm,1996,1996,1,13,United States,Traditional,Golden Age (85-96),0,5.8,1612.0,30.0,"Action,Adventure,Animation",0.5569620253164557,0.0,0.002311658889077844,0.22336272484885172,0,0,0,0,6,1
Mr. Pickles,2014,2019,4,32,United States,Flash,Streaming Era (2010+),5,7.3,11327.0,15.0,"Animation,Comedy,Horror",0.7468354430379746,0.09375,0.016312759953536232,0.3356248672035739,1,0,0,0,2,1
Vuelta Por El Universo,2012,2012,1,,Argentina,Flash,Streaming Era (2010+),0,8.6,15.0,,Animation,0.911392405063291,0.0,1.0088286922409545e-05,0.364559484097047,1,0,0,0,4,1
Pinocchio,2015,,8,,United States,Traditional,Streaming Era (2010+),8,8.0,10787.0,59.0,"Comedy,Drama,Mystery",0.8354430379746834,0.21875,0.01553452067666464,0.41462334535903955,1,0,0,0,1,0
Grojband,2013,2015,1,51,Canada,Flash,Streaming Era (2010+),2,6.7,1647.0,22.0,"Adventure,Animation,Comedy",0.670886075949367,0.0,0.002362100323689892,0.2689449554606693,0,0,0,0,1,0
Salty's Lighthouse,1998,1998,1,40,United States,Traditional,Modern (97-09),0,6.3,42.0,,"Animation,Family",0.6202531645569619,0.0,4.900025076598922e-05,0.24811351588547628,0,0,0,0,2,1
Walter Melon,1998,1998,2,52,Coproduction,Traditional,Modern (97-09),0,6.4,550.0,26.0,"Adventure,Animation,Comedy",0.6329113924050632,0.03125,0.0007811216445637104,0.2642973373731662,0,0,0,0,2,1
Pinky Malinky,2019,2021,3,60,United States,Flash,Streaming Era (2010+),2,5.9,1550.0,12.0,"Animation,Comedy,Family",0.569620253164557,0.0625,0.002222305490622217,0.2502786776384784,0,0,0,0,2,1
Animated Tales of the World,2001,2002,3,39,Coproduction,Traditional,Modern (97-09),1,7.8,118.0,,"Animation,Family,Fantasy",0.8101265822784809,0.0625,0.0001585302230664357,0.34596526546715894,1,0,0,0,5,1
Bondi Band,2011,2011,1,52,Coproduction,Flash,Streaming Era (2010+),0,6.2,23.0,,"Action,Adventure,Animation",0.6075949367088607,0.0,2.1617757690877596e-05,0.24304337912296697,0,0,0,0,2,1
Make Way for Noddy,2002,2007,2,100,Coproduction,CGI,Modern (97-09),5,5.8,1377.0,15.0,"Animation,Family",0.5569620253164557,0.03125,0.0019729806852540953,0.23421555529789578,0,0,0,0,4,1
Fennec,1998,2003,1,26,France,Traditional,Modern (97-09),5,8.0,11.0,,Animation,0.8354430379746834,0.0,4.32355153817552e-06,0.33417829607775795,1,0,0,0,1,0
Fetch the Vet,1999,1999,2,26,United Kingdom,Stop Motion,Modern (97-09),0,7.5,29.0,,Animation,0.7721518987341771,0.03125,3.0264860767228633e-05,0.3198058257088627,0,0,0,0,3,1
The New Adventures of Hanuman,2010,2011,2,52,India,Flash,Streaming Era (2010+),1,8.1,93.0,,Animation,0.8481012658227846,0.03125,0.00012250062691497306,0.3502086314858426,1,0,0,0,5,1
Valt the Wonder Deer,2016,,2,104,Coproduction,Flash,Streaming Era (2010+),7,8.3,44.0,13.0,Animation,0.8734177215189872,0.03125,5.1882618458106236e-05,0.36031755926220943,1,0,0,0,4,1
Black Dynamite,2012,2015,2,20,United States,Flash,Streaming Era (2010+),3,8.1,5331.0,22.0,"Action,Adventure,Animation",0.8481012658227846,0.03125,0.0076714216125694295,0.3520958617322562,1,0,0,0,2,1
"Rubbish, King of the Jumble",1992,1994,2,26,United Kingdom,Traditional,Golden Age (85-96),2,8.6,11.0,10.0,Animation,0.911392405063291,0.03125,4.32355153817552e-06,0.3754955429132009,1,0,0,0,5,1
Dodo,2022,,1,20,United Kingdom,Flash,Streaming Era (2010+),1,8.0,82.0,,"Animation,Comedy",0.8354430379746834,0.0,0.00010664760460832948,0.3342038770910255,1,0,0,0,1,0
Endangered Species,2015,2015,1,26,Canada,CGI,Streaming Era (2010+),0,5.8,114.0,22.0,"Animation,Comedy,Family",0.5569620253164557,0.0,0.0001527654876822017,0.22282300149850282,0,0,0,0,2,1
Animal Stories,1999,2002,4,52,United States,Traditional,Modern (97-09),3,7.5,31.0,5.0,"Animation,Biography,Family",0.7721518987341771,0.09375,3.3147228459345645e-05,0.34168154630078573,1,0,0,0,2,1
Roboroach,2002,2003,2,52,Canada,Traditional,Modern (97-09),1,6.8,970.0,30.0,"Adventure,Animation,Comedy",0.6835443037974682,0.03125,0.0013864188599082832,0.28470182623396434,0,0,0,0,1,0
Animal Mechanicals,2007,2011,3,37,Canada,CGI,Modern (97-09),4,6.2,244.0,11.0,"Animation,Family",0.6075949367088607,0.0625,0.0003401193876698075,0.2649980045304617,0,0,0,0,2,1
Lupo Alberto,1997,2002,2,104,Italy,Traditional,Modern (97-09),5,6.7,75.0,30.0,"Animation,Comedy",0.670886075949367,0.03125,9.655931768591992e-05,0.27931607020916827,0,0,0,0,2,1
Littlest Pet Shop: A World of Our Own,2018,2019,1,52,United States,Flash,Streaming Era (2010+),1,5.8,132.0,11.0,"Animation,Comedy,Fantasy",0.5569620253164557,0.0,0.0001787067969112548,0.22282948682581008,0,0,0,0,8,1
Wolf,2020,2020,1,52,France,Flash,Streaming Era (2010+),0,7.8,40.0,,"Adventure,Thriller",0.8101265822784809,0.0,4.6117883073872204e-05,0.32406216238216085,1,0,0,0,1,0
"Like, Share, Die",2015,2015,1,16,United States,Flash,Streaming Era (2010+),0,6.1,38.0,,"Animation,Comedy",0.5949367088607593,0.0,4.323551538175519e-05,0.23798549242314918,0,0,0,0,3,1
Bob the Builder,1998,2004,9,117,Ireland,Stop Motion,Modern (97-09),6,5.7,6723.0,10.0,"Adventure,Animation,Comedy",0.5443037974683544,0.25,0.00967754952628287,0.3076409063689125,0,0,0,0,3,1
Sea Princesses,2007,2010,2,104,Coproduction,Flash,Modern (97-09),3,5.6,148.0,12.0,"Adventure,Animation,Comedy",0.5316455696202531,0.03125,0.0002017657384481909,0.2236461692827133,0,0,0,0,2,1
Sealab 2021,2001,2005,4,52,United States,Flash,Modern (97-09),4,7.8,8709.0,11.0,"Animation,Comedy,Sci-Fi",0.8101265822784809,0.09375,0.012539740644555064,0.35999806807253115,1,0,0,0,2,0
My Big Big Friend,2010,2013,2,52,Coproduction,Flash,Streaming Era (2010+),3,7.3,301.0,11.0,"Adventure,Animation,Comedy",0.7468354430379746,0.03125,0.00042226686689514234,0.30977724393191364,0,0,0,0,4,1
Bouli,1989,1991,3,114,France,Traditional,Golden Age (85-96),2,6.8,188.0,,Animation,0.6835443037974682,0.0625,0.0002594130922905311,0.29535757479205993,0,0,0,0,1,0
The Stanley Dynamic,2015,2017,2,52,Canada,Traditional/Live-action,Streaming Era (2010+),2,4.3,219.0,,Comedy,0.36708860759493667,0.03125,0.0003040897915183448,0.15784896548585423,0,0,0,0,3,1
The Loud House,2016,,5,129,United States,Traditional (season 1—3) Flash/Toon Boom (since season 4),Streaming Era (2010+),7,6.9,10387.0,22.0,"Action,Adventure,Animation",0.6962025316455696,0.125,0.014958047138241238,0.3259705244427882,1,0,0,0,3,1
Ella the Elephant,2013,2014,1,52,Canada,CGI,Streaming Era (2010+),1,6.7,68.0,11.0,"Animation,Family",0.670886075949367,0.0,8.647103076351038e-05,0.2683760481374377,0,0,0,0,3,1
The Lion Guard,2016,2019,3,74,United States,Flash/Toon Boom[1],Streaming Era (2010+),3,6.4,3487.0,30,"Action,Adventure,Animation",0.6329113924050632,0.0625,0.005013878600437544,0.2762930266121346,0,0,0,1,3,1
Kleo the Misfit Unicorn,1996,1996,1,26,Canada,Traditional,Golden Age (85-96),0,7.6,47.0,26.0,"Animation,Family,Fantasy",0.7848101265822783,0.0,5.620616999628175e-05,0.3139381021754104,0,0,0,0,4,1
Looney Tunes Cartoons,2020,,5,62,United States,Traditional/Flash,Streaming Era (2010+),3,8.0,2406.0,12.0,"Adventure,Animation,Comedy",0.8354430379746834,0.125,0.0034559588628482983,0.3787912049055855,1,0,0,0,3,1
Craig of the Creek,2018,,4,143,United States,Traditional,Streaming Era (2010+),5,7.6,4410.0,30.0,"Adventure,Animation,Comedy",0.7848101265822783,0.09375,0.006344091290349545,0.3483225734554987,1,0,0,0,4,1
Happy Ness: The Secret of the Loch,1995,1995,1,13,United Kingdom,Traditional,Golden Age (85-96),0,8.2,40.0,23.0,"Animation,Family,Fantasy",0.8607594936708859,0.0,4.6117883073872204e-05,0.34431532693912287,1,0,0,0,7,1
Being Ian,2005,2008,3,63,Canada,Flash,Modern (97-09),3,6.4,477.0,30.0,"Animation,Family,Mystery",0.6329113924050632,0.0625,0.0006759152238014394,0.2752085357679756,0,0,0,0,2,1
Skeleton Warriors,1995,1995,1,13,United States,Traditional,Golden Age (85-96),0,7.0,434.0,30.0,"Action,Adventure,Animation",0.7088607594936708,0.0,0.0006139443184209237,0.28369778987707356,0,0,0,0,2,1
The Morph Files,1995,1995,1,13,United Kingdom,Stop Motion,Golden Age (85-96),0,7.3,156.0,10.0,"Animation,Family",0.7468354430379746,0.0,0.00021329520921665895,0.298787501017494,0,0,0,0,3,1
We Bare Bears,2015,2019,4,140,United States,Traditional,Streaming Era (2010+),4,7.8,22641.0,30.0,"Adventure,Animation,Comedy",0.8101265822784809,0.09375,0.03261831398784217,0.36501771140835293,1,0,0,0,3,1
Elliot Moose,1998,2000,2,26,Canada,"Traditional, Live-Action",Modern (97-09),2,6.5,115.0,22.0,"Animation,Comedy,Family",0.6455696202531644,0.03125,0.00015420667152826018,0.2692038997691479,0,0,0,0,2,1
Bert and Ernie's Great Adventures,2007,2011,2,52,Coproduction,Stop Motion,Modern (97-09),4,8.3,59.0,5.0,Animation,0.8734177215189872,0.03125,7.350037614898383e-05,0.36032296370163214,1,0,0,0,5,1
Sheriff Callie's Wild West,2014,2017,2,52,Coproduction,CGI,Streaming Era (2010+),3,6.2,929.0,25,"Action,Adventure,Animation",0.6075949367088607,0.03125,0.0013273303222198845,0.2543073072640992,0,0,0,0,4,1
The Problem Solverz,2011,2013,2,26,United States,Flash,Streaming Era (2010+),2,2.0,2467.0,11.0,"Animation,Comedy,Family",0.07594936708860758,0.03125,0.003543871077457867,0.042203214604807505,0,0,0,0,3,1
Qumi-Qumi,2012,,1,18,Coproduction,"Flash (2012–19), CGI (2017–present)",Streaming Era (2010+),11,7.9,105.0,,"Adventure,Animation,Comedy",0.8227848101265822,0.0,0.00013979483306767512,0.3291488727588998,1,0,0,0,1,0
Dooly the Little Dinosaur,1987,1988,3,39,South Korea,Traditional,Golden Age (85-96),1,7.8,40.0,,"Adventure,Animation,Comedy",0.8101265822784809,0.0625,4.6117883073872204e-05,0.3459371623821608,1,0,0,0,4,1
Shelldon,2009,2012,3,78,Coproduction,CGI,Modern (97-09),3,6.7,62.0,22.0,"Animation,Family",0.670886075949367,0.0625,7.782392768715934e-05,0.29024888636166857,0,0,0,0,1,0
Doodlez,2002,2004,1,50,Canada,Flash,Modern (97-09),2,7.2,135.0,2.0,"Animation,Comedy,Short",0.7341772151898733,0.0,0.00018303034844943032,0.29371664366306166,0,0,0,0,1,0
The Brothers Flub,1999,2000,1,26,United States,Traditional,Modern (97-09),1,4.0,154.0,30.0,"Animation,Comedy,Family",0.3291139240506329,0.0,0.00021041284152454194,0.1316981728306343,0,0,0,0,3,1
Lost In Oz,2017,2018,2,26,United States,CGI,Streaming Era (2010+),1,7.5,695.0,24.0,"Adventure,Animation,Family",0.7721518987341771,0.03125,0.000990093302242194,0.3200457828192314,0,0,0,0,3,1
Danger Rangers,2005,2006,1,16,United States,Traditional,Modern (97-09),1,7.7,121.0,29.0,"Action,Adventure,Animation",0.7974683544303797,0.0,0.00016285377460461121,0.319028055215803,0,0,0,0,2,1
Tiny Planets,2001,2002,1,64,Coproduction,CGI,Modern (97-09),1,7.2,372.0,5.0,"Animation,Family,Sci-Fi",0.7341772151898733,0.0,0.0005245909199652963,0.29380203380594067,0,0,0,0,2,1
Rescue Heroes,1999,2002,3,40,Canada,Traditional,Modern (97-09),3,6.7,472.0,30.0,"Action,Animation,Family",0.670886075949367,0.0625,0.0006687093045711469,0.2903966077058896,0,0,0,1,2,1
Queer Duck,2002,2004,1,20,United States,Flash,Modern (97-09),2,6.2,321.0,4.0,"Animation,Comedy,Short",0.6075949367088607,0.0,0.0004510905438163125,0.24315074731949834,0,1,0,0,2,1
Hot Streets,2018,2019,2,20,United States,Flash,Streaming Era (2010+),1,6.0,430.0,10.0,"Action,Animation,Comedy",0.5822784810126581,0.03125,0.0006081795830366897,0.24400093730082242,0,0,0,0,2,1
Pucca,2006,2009,2,117,Coproduction,Flash,Modern (97-09),3,6.6,5286.0,6.0,"Action,Animation,Comedy",0.6582278481012657,0.03125,0.007606568339496796,0.2761302813253805,0,0,0,0,1,0
Lulu Vroumette,2012,2013,2,,France,CGI,Streaming Era (2010+),1,7.9,22.0,13.0,Animation,0.8227848101265822,0.03125,2.0176573844819093e-05,0.3400564681940941,1,0,0,0,2,1
Kaeloo,2010,,4,202,France,CGI,Streaming Era (2010+),13,7.9,137.0,7.0,"Animation,Comedy,Family",0.8227848101265822,0.09375,0.0001859127161415473,0.3619729022296683,1,0,0,0,1,0
Sharky & George,1988,1992,2,52,Coproduction,Traditional,Golden Age (85-96),4,6.9,489.0,26.0,"Adventure,Animation,Comedy",0.6962025316455696,0.03125,0.0006932094299541416,0.28959181501571635,0,0,0,0,3,1
101 Dalmatian Street,2019,2020,1,40,Coproduction,Toon Boom Harmony,Streaming Era (2010+),1,6.0,624.0,22.0,"Animation,Comedy,Family",0.5822784810126581,0.0,0.0008877692491720399,0.23313333471735626,0,0,0,0,3,1
Star Street: The Adventures of the Star Kids,1989,1990,1,26,Netherlands,Traditional,Golden Age (85-96),1,7.6,45.0,30.0,"Animation,Comedy,Family",0.7848101265822783,0.0,5.332380230416473e-05,0.3139373815834874,0,0,0,0,8,1
The Magician,1997,1998,1,39,France,Traditional,Modern (97-09),1,7.2,161.0,30.0,"Action,Adventure,Animation",0.7341772151898733,0.0,0.0002205011284469515,0.29372601135806103,0,0,0,0,2,0
Peepoodo & The Super Fuck Friends,2019,,2,26,French,Flash,Streaming Era (2010+),4,7.5,289.0,,"Adult,Animation,Comedy",0.7721518987341771,0.03125,0.0004049726607424403,0.31989950265885647,0,0,0,1,6,1
Flight Squad,1998,1998,1,26,Coproduction,Traditional,Modern (97-09),0,7.3,29.0,,"Adventure,Animation",0.7468354430379746,0.0,3.0264860767228633e-05,0.2987417434303817,0,0,0,1,2,1
Smiling Friends,2022,,1,9,United States,Flash/CGI/Stop-Motion/Live-Action,Streaming Era (2010+),1,8.5,29983.0,12,"Animation,Comedy,Short",0.8987341772151897,0.0,0.04319948578560373,0.3702935423324768,1,0,0,0,2,1
The Legend of White Fang,1992,1994,1,26,Coproduction,Traditional,Golden Age (85-96),2,8.0,91.0,,"Adventure,Animation,Family",0.8354430379746834,0.0,0.00011961825922285604,0.33420711975467915,1,0,0,0,5,1
The Moxy Show,1993,2000,1,24,United States,CGI,Golden Age (85-96),7,7.1,92.0,60.0,"Animation,Comedy",0.721518987341772,0.0,0.00012105944306891453,0.288637859797476,0,0,0,0,3,1
Screechers Wild!,2016,2017,2,62,China,Flash,Streaming Era (2010+),1,8.2,39.0,,"Action,Animation",0.8607594936708859,0.03125,4.46766992278137e-05,0.35525246664316135,1,0,0,0,2,1
Cartoon Planet,1995,1998,3,146,United States,Traditional,Golden Age (85-96),3,8.5,509.0,,"Animation,Comedy,Musical",0.8987341772151897,0.0625,0.0007220331068753116,0.3815491791627947,1,0,0,0,2,1
Pocket Dragon Adventures,1996,1997,1,52,Coproduction,Traditional,Golden Age (85-96),1,6.8,91.0,30.0,Animation,0.6835443037974682,0.0,0.00011961825922285604,0.273447626083793,0,0,0,0,3,1
The Secret World of Santa Claus,1999,1999,1,26,Canada,Traditional,Modern (97-09),0,7.5,731.0,23.0,"Animation,Family,Fantasy",0.7721518987341771,0.0,0.0010419759207003002,0.30912125347384595,0,0,0,0,6,1
Auto-B-Good,2005,2006,2,63,United States,CGI,Modern (97-09),1,8.2,73.0,30.0,"Animation,Family",0.8607594936708859,0.03125,9.367694999380292e-05,0.3552647167058528,1,0,0,0,1,0
Hopla,1999,1999,1,13,Belgium,CGI,Modern (97-09),0,5.7,42.0,,"Animation,Family",0.5443037974683544,0.0,4.900025076598922e-05,0.2177337690500333,0,0,0,0,1,0
Maggie and the Ferocious Beast,2000,2002,3,39,Canada,Traditional,Modern (97-09),2,6.6,1914.0,22.0,"Adventure,Animation,Family",0.6582278481012657,0.0625,0.002746896410587513,0.28585286334315313,0,0,0,0,5,1
Apple & Onion,2018,2021,2,76,United States,Flash,Streaming Era (2010+),3,6.3,2751.0,11.0,"Adventure,Animation,Comedy",0.6202531645569619,0.03125,0.003953167289738483,0.2600270576452194,0,0,0,0,3,1
Little Big Awesome,2018,2018,1,13,United States,Flash,Streaming Era (2010+),0,7.1,145.0,12.0,"Adventure,Animation,Comedy",0.721518987341772,0.0,0.0001974421869100154,0.2886569554834363,0,0,0,0,3,1
The Forgotten Toys,1995,1996,1,28,United Kingdom,Traditional,Golden Age (85-96),1,7.6,261.0,15.0,"Animation,Family",0.7848101265822783,0.0,0.00036461951305280207,0.31401520551117457,0,0,0,0,3,1
"China, IL",2011,2015,3,30,United States,Flash,Streaming Era (2010+),4,7.1,2720.0,22.0,"Animation,Comedy",0.721518987341772,0.0625,0.00390849059051067,0.31145971758433644,0,0,0,0,2,1
Cracked,2016,2016,1,52,Canada,CGI,Streaming Era (2010+),0,6.9,2084.0,60.0,"Crime,Drama,Mystery",0.6962025316455696,0.0,0.0029918976644174593,0.2792289870743322,0,0,0,0,1,0
The Little Witches,1997,1999,1,26,Coproduction,Traditional,Modern (97-09),2,8.3,10.0,,Animation,0.8734177215189872,0.0,2.8823676921170123e-06,0.34936780919951793,1,0,0,0,3,1
Crocadoo,1996,1998,1,52,Australia,Traditional,Golden Age (85-96),2,8.1,22.0,24.0,Animation,0.8481012658227846,0.0,2.0176573844819093e-05,0.33924555047257504,1,0,0,0,1,0
Bravest Warriors,2012,2018,4,82,United States,Traditional,Streaming Era (2010+),6,8.1,3899.0,5.0,"Action,Adventure,Animation",0.8481012658227846,0.09375,0.005607646345013648,0.3734549179153673,1,0,0,0,2,1
Uncle Grandpa,2013,2017,5,153,United States,Traditional,Streaming Era (2010+),4,4.7,8673.0,15.0,"Animation,Comedy,Family",0.4177215189873418,0.125,0.012487858026096959,0.21396057210146097,0,0,0,0,2,1
Diabolik,2000,2000,1,36,France,Traditional,Modern (97-09),0,7.2,560.0,24.0,"Action,Adventure,Animation",0.7341772151898733,0.0,0.0007955334830242955,0.2938697694467054,0,0,0,0,1,0
Star vs. the Forces of Evil,2015,2019,4,77,United States,"Flash (season 1), Traditional (seasons 2–4)",Streaming Era (2010+),4,7.9,21999.0,22,"Action,Adventure,Animation",0.8227848101265822,0.09375,0.031693073958672616,0.3698496925403011,1,0,0,0,6,1
Tabaluga,1997,2004,3,78,Coproduction,Traditional,Modern (97-09),7,6.1,589.0,22.0,"Animation,Comedy,Drama",0.5949367088607593,0.0625,0.0008373278145599922,0.2600590154979437,0,0,0,0,1,0
Toad Patrol,1999,2002,2,26,Canada,Traditional,Modern (97-09),3,7.8,147.0,30.0,"Adventure,Animation,Family",0.8101265822784809,0.03125,0.00020032455460213238,0.33503821405004286,1,0,0,1,2,1
Puppydog Tales,1992,1992,1,13,United Kingdom,Traditional,Golden Age (85-96),0,7.4,18.0,10.0,"Animation,Family",0.7594936708860759,0.0,1.4411838460585063e-05,0.30380107131404555,0,0,0,0,2,1
Quarxs,1990,1993,1,12,France,CGI,Golden Age (85-96),3,7.6,23.0,3.0,"Animation,Fantasy,Mystery",0.7848101265822783,0.0,2.1617757690877596e-05,0.31392945507233405,0,0,0,0,1,0
Purno de Purno,1989,1996,1,56,Netherlands,Traditional,Golden Age (85-96),7,7.3,55.0,,"Animation,Comedy",0.7468354430379746,0.0,6.77356407647498e-05,0.29875111112538105,0,0,0,0,3,1
Lucas the Spider,2021,,1,59,United States,CGI,Streaming Era (2010+),2,8.0,336.0,20.0,"Animation,Family,Short",0.8354430379746834,0.0,0.00047270830150719005,0.33429539226525024,1,0,0,0,3,1
The Silver Brumby,1994,1998,3,39,Australia,Traditional,Golden Age (85-96),4,7.7,190.0,25.0,"Adventure,Animation",0.7974683544303797,0.0625,0.0002622954599826481,0.3409279156371475,1,0,0,0,3,1
Madeline,1993,2001,3,59,United States,Traditional,Golden Age (85-96),8,6.8,2062.0,30.0,"Animation,Family",0.6835443037974682,0.0625,0.002960191619804172,0.2960327694239383,0,0,0,0,1,0
ChalkZone,2002,2008,2,42,United States,Traditional,Modern (97-09),6,6.5,4123.0,22.0,"Adventure,Animation,Comedy",0.6455696202531644,0.03125,0.0059304715265307536,0.2706479659828985,0,0,0,0,1,0
Doki,2013,2019,3,76,Canada,Flash,Streaming Era (2010+),6,7.7,289.0,11.0,"Adventure,Animation,Family",0.7974683544303797,0.0625,0.0004049726607424403,0.34096358493733747,1,0,0,0,1,0
Jamie's Got Tentacles,2013,2017,3,157,Coproduction,Flash,Streaming Era (2010+),4,7.8,76.0,,"Adventure,Animation,Comedy",0.8101265822784809,0.0625,9.800050153197843e-05,0.34595013303677535,1,0,0,0,3,1
Turtle Island,1995,1995,1,26,France,Traditional,Golden Age (85-96),0,5.1,78.0,30.0,"Adventure,Animation,Comedy",0.4683544303797468,0.0,0.00010088286922409545,0.18736699286920475,0,1,0,0,2,1
Bubble Guppies,2011,2016,5,88,Coproduction,"CGI, Traditional",Streaming Era (2010+),5,6.2,2716.0,24.0,"Adventure,Animation,Family",0.6075949367088607,0.125,0.003902725855126435,0.2877636561473259,0,0,0,0,2,1
Bob and Margaret,1998,2001,4,52,Coproduction,Traditional,Modern (97-09),3,7.4,846.0,30.0,"Animation,Comedy,Romance",0.7594936708860759,0.09375,0.0012077120629970285,0.3369118963701796,1,0,0,0,3,1
Deer Squad,2021,,1,40,China,CGI,Streaming Era (2010+),2,6.0,106.0,11.0,"Action,Adventure,Animation",0.5822784810126581,0.0,0.00014123601691373364,0.2329467014092917,0,0,0,1,2,1
What-a-Mess,1990,1990,1,13,United Kingdom,Traditional,Golden Age (85-96),0,7.1,76.0,30.0,"Adventure,Animation,Comedy",0.721518987341772,0.0,9.800050153197843e-05,0.2886320950620918,0,0,0,0,1,0
Nico,2001,2001,1,19,Spain,Traditional,Modern (97-09),0,4.3,25.0,120.0,"Comedy,Family",0.36708860759493667,0.0,2.450012538299461e-05,0.14684156806932042,0,0,0,0,1,0
